Time_s	x-10.0	x-9.0	x-8.0	x-7.0	x-6.0	x-5.0	x-4.0	x-3.0	x-2.0	x-1.0	x0.0	x1.0	x2.0	x3.0	x4.0	x5.0	x6.0	x7.0	x8.0	x9.0	x10.0
8.5005	1.54589e-10	1.42282e-09	1.03669e-08	5.97964e-08	4.08648e-07	2.96542e-06	1.90243e-05	0.00010457	0.000385179	0.000710597	0.000825335	0.000733494	0.00040222	0.000105027	1.90243e-05	2.96542e-06	4.08648e-07	5.97964e-08	1.03669e-08	1.42282e-09	1.54589e-10
8.5010	1.54662e-10	1.42348e-09	1.03717e-08	5.98245e-08	4.08842e-07	2.96687e-06	1.90344e-05	0.000104644	0.000385867	0.000712315	0.000827134	0.000734748	0.000402438	0.000105074	1.90344e-05	2.96687e-06	4.08842e-07	5.98245e-08	1.03717e-08	1.42348e-09	1.54662e-10
8.5015	1.54733e-10	1.42414e-09	1.03765e-08	5.98521e-08	4.09032e-07	2.96829e-06	1.90443e-05	0.000104717	0.000386542	0.000714006	0.000828905	0.000735983	0.000402655	0.000105122	1.90443e-05	2.96829e-06	4.09032e-07	5.98521e-08	1.03765e-08	1.42414e-09	1.54733e-10
8.5020	1.54803e-10	1.42478e-09	1.03812e-08	5.98791e-08	4.09219e-07	2.96969e-06	1.9054e-05	0.000104788	0.000387203	0.000715669	0.000830649	0.000737201	0.000402871	0.00010517	1.9054e-05	2.96969e-06	4.09219e-07	5.98791e-08	1.03812e-08	1.42478e-09	1.54803e-10
8.5025	1.54871e-10	1.42541e-09	1.03858e-08	5.99055e-08	4.09401e-07	2.97106e-06	1.90635e-05	0.000104858	0.000387851	0.000717306	0.000832367	0.0007384	0.000403087	0.000105217	1.90636e-05	2.97106e-06	4.09401e-07	5.99055e-08	1.03858e-08	1.42541e-09	1.54871e-10
8.5030	1.54938e-10	1.42603e-09	1.03903e-08	5.99314e-08	4.0958e-07	2.9724e-06	1.90729e-05	0.000104927	0.000388486	0.000718916	0.000834058	0.000739583	0.000403301	0.000105264	1.90729e-05	2.9724e-06	4.0958e-07	5.99314e-08	1.03903e-08	1.42603e-09	1.54938e-10
8.5035	1.55004e-10	1.42663e-09	1.03946e-08	5.99567e-08	4.09755e-07	2.97371e-06	1.9082e-05	0.000104994	0.000389108	0.000720501	0.000835724	0.000740748	0.000403513	0.000105311	1.9082e-05	2.97371e-06	4.09755e-07	5.99567e-08	1.03946e-08	1.42663e-09	1.55004e-10
8.5040	1.55068e-10	1.42722e-09	1.03989e-08	5.99815e-08	4.09927e-07	2.975e-06	1.9091e-05	0.000105059	0.000389717	0.00072206	0.000837364	0.000741896	0.000403725	0.000105358	1.9091e-05	2.975e-06	4.09927e-07	5.99815e-08	1.03989e-08	1.42722e-09	1.55068e-10
8.5045	1.55131e-10	1.4278e-09	1.04032e-08	6.00058e-08	4.10094e-07	2.97626e-06	1.90998e-05	0.000105123	0.000390314	0.000723594	0.000838978	0.000743028	0.000403935	0.000105405	1.90998e-05	2.97626e-06	4.10094e-07	6.00058e-08	1.04032e-08	1.4278e-09	1.55131e-10
8.5050	1.55192e-10	1.42836e-09	1.04073e-08	6.00296e-08	4.10259e-07	2.97749e-06	1.91084e-05	0.000105186	0.000390899	0.000725103	0.000840568	0.000744143	0.000404144	0.000105451	1.91084e-05	2.97749e-06	4.10259e-07	6.00296e-08	1.04073e-08	1.42836e-09	1.55192e-10
8.5055	1.55252e-10	1.42892e-09	1.04113e-08	6.00529e-08	4.10419e-07	2.9787e-06	1.91169e-05	0.000105248	0.000391473	0.000726588	0.000842134	0.000745241	0.000404352	0.000105497	1.91169e-05	2.9787e-06	4.10419e-07	6.00529e-08	1.04113e-08	1.42892e-09	1.55252e-10
8.5060	1.55311e-10	1.42946e-09	1.04153e-08	6.00756e-08	4.10577e-07	2.97988e-06	1.91251e-05	0.000105308	0.000392034	0.000728048	0.000843675	0.000746323	0.000404558	0.000105543	1.91251e-05	2.97988e-06	4.10577e-07	6.00756e-08	1.04153e-08	1.42946e-09	1.55311e-10
8.5065	1.55369e-10	1.42999e-09	1.04191e-08	6.00979e-08	4.1073e-07	2.98104e-06	1.91332e-05	0.000105367	0.000392585	0.000729485	0.000845192	0.000747389	0.000404763	0.000105588	1.91332e-05	2.98104e-06	4.1073e-07	6.00979e-08	1.04191e-08	1.42999e-09	1.55369e-10
8.5070	1.55425e-10	1.4305e-09	1.04229e-08	6.01196e-08	4.10881e-07	2.98217e-06	1.91411e-05	0.000105425	0.000393124	0.000730899	0.000846686	0.000748439	0.000404966	0.000105633	1.91411e-05	2.98217e-06	4.10881e-07	6.01196e-08	1.04229e-08	1.4305e-09	1.55425e-10
8.5075	1.5548e-10	1.43101e-09	1.04266e-08	6.01409e-08	4.11028e-07	2.98328e-06	1.91489e-05	0.000105482	0.000393652	0.000732289	0.000848157	0.000749474	0.000405167	0.000105677	1.91489e-05	2.98328e-06	4.11028e-07	6.01409e-08	1.04266e-08	1.43101e-09	1.5548e-10
8.5080	1.55534e-10	1.43151e-09	1.04302e-08	6.01617e-08	4.11172e-07	2.98436e-06	1.91565e-05	0.000105537	0.00039417	0.000733657	0.000849604	0.000750493	0.000405367	0.000105721	1.91565e-05	2.98436e-06	4.11172e-07	6.01617e-08	1.04302e-08	1.43151e-09	1.55534e-10
8.5085	1.55586e-10	1.43199e-09	1.04337e-08	6.0182e-08	4.11312e-07	2.98541e-06	1.91639e-05	0.000105591	0.000394677	0.000735003	0.00085103	0.000751497	0.000405565	0.000105765	1.91639e-05	2.98541e-06	4.11312e-07	6.0182e-08	1.04337e-08	1.43199e-09	1.55586e-10
8.5090	1.55637e-10	1.43246e-09	1.04371e-08	6.02018e-08	4.11449e-07	2.98645e-06	1.91712e-05	0.000105644	0.000395174	0.000736326	0.000852432	0.000752486	0.000405761	0.000105808	1.91712e-05	2.98645e-06	4.11449e-07	6.02018e-08	1.04371e-08	1.43246e-09	1.55637e-10
8.5095	1.55687e-10	1.43292e-09	1.04405e-08	6.02212e-08	4.11583e-07	2.98746e-06	1.91783e-05	0.000105696	0.000395661	0.000737628	0.000853813	0.00075346	0.000405955	0.00010585	1.91783e-05	2.98746e-06	4.11583e-07	6.02212e-08	1.04405e-08	1.43292e-09	1.55687e-10
8.5100	1.55736e-10	1.43337e-09	1.04438e-08	6.02401e-08	4.11714e-07	2.98844e-06	1.91852e-05	0.000105747	0.000396137	0.000738909	0.000855173	0.000754419	0.000406148	0.000105892	1.91852e-05	2.98844e-06	4.11714e-07	6.02401e-08	1.04438e-08	1.43337e-09	1.55736e-10
8.5105	1.55784e-10	1.43381e-09	1.0447e-08	6.02586e-08	4.11842e-07	2.98941e-06	1.9192e-05	0.000105797	0.000396605	0.000740168	0.00085651	0.000755364	0.000406339	0.000105933	1.9192e-05	2.98941e-06	4.11842e-07	6.02586e-08	1.0447e-08	1.43381e-09	1.55784e-10
8.5110	1.55831e-10	1.43424e-09	1.04501e-08	6.02766e-08	4.11967e-07	2.99035e-06	1.91987e-05	0.000105846	0.000397062	0.000741407	0.000857827	0.000756294	0.000406528	0.000105974	1.91987e-05	2.99035e-06	4.11967e-07	6.02766e-08	1.04501e-08	1.43424e-09	1.55831e-10
8.5115	1.55876e-10	1.43466e-09	1.04532e-08	6.02942e-08	4.12089e-07	2.99127e-06	1.92052e-05	0.000105893	0.00039751	0.000742625	0.000859123	0.00075721	0.000406714	0.000106014	1.92052e-05	2.99127e-06	4.12089e-07	6.02942e-08	1.04532e-08	1.43466e-09	1.55876e-10
8.5120	1.55921e-10	1.43507e-09	1.04561e-08	6.03114e-08	4.12208e-07	2.99216e-06	1.92115e-05	0.00010594	0.00039795	0.000743823	0.000860399	0.000758112	0.000406899	0.000106053	1.92115e-05	2.99216e-06	4.12208e-07	6.03114e-08	1.04561e-08	1.43507e-09	1.55921e-10
8.5125	1.55964e-10	1.43547e-09	1.0459e-08	6.03281e-08	4.12323e-07	2.99304e-06	1.92177e-05	0.000105985	0.00039838	0.000745001	0.000861654	0.000759	0.000407082	0.000106092	1.92177e-05	2.99304e-06	4.12323e-07	6.03281e-08	1.0459e-08	1.43547e-09	1.55964e-10
8.5130	1.56006e-10	1.43585e-09	1.04619e-08	6.03444e-08	4.12436e-07	2.99389e-06	1.92238e-05	0.00010603	0.000398801	0.00074616	0.000862889	0.000759875	0.000407263	0.000106131	1.92238e-05	2.99389e-06	4.12436e-07	6.03444e-08	1.04619e-08	1.43585e-09	1.56006e-10
8.5135	1.56047e-10	1.43623e-09	1.04646e-08	6.03603e-08	4.12546e-07	2.99472e-06	1.92297e-05	0.000106073	0.000399214	0.000747299	0.000864104	0.000760736	0.000407442	0.000106168	1.92297e-05	2.99472e-06	4.12546e-07	6.03603e-08	1.04646e-08	1.43623e-09	1.56047e-10
8.5140	1.56087e-10	1.4366e-09	1.04673e-08	6.03758e-08	4.12654e-07	2.99553e-06	1.92354e-05	0.000106116	0.000399618	0.000748419	0.0008653	0.000761584	0.000407619	0.000106205	1.92354e-05	2.99553e-06	4.12654e-07	6.03758e-08	1.04673e-08	1.4366e-09	1.56087e-10
8.5145	1.56126e-10	1.43696e-09	1.04699e-08	6.03909e-08	4.12758e-07	2.99632e-06	1.9241e-05	0.000106158	0.000400013	0.000749521	0.000866477	0.000762418	0.000407794	0.000106242	1.9241e-05	2.99632e-06	4.12758e-07	6.03909e-08	1.04699e-08	1.43696e-09	1.56126e-10
8.5150	1.56164e-10	1.43731e-09	1.04725e-08	6.04056e-08	4.1286e-07	2.99709e-06	1.92465e-05	0.000106198	0.000400401	0.000750604	0.000867635	0.00076324	0.000407967	0.000106278	1.92465e-05	2.99709e-06	4.1286e-07	6.04056e-08	1.04725e-08	1.43731e-09	1.56164e-10
8.5155	1.56201e-10	1.43765e-09	1.04749e-08	6.04199e-08	4.12959e-07	2.99784e-06	1.92519e-05	0.000106238	0.00040078	0.000751669	0.000868775	0.000764048	0.000408137	0.000106313	1.92519e-05	2.99784e-06	4.12959e-07	6.04199e-08	1.04749e-08	1.43765e-09	1.56201e-10
8.5160	1.56237e-10	1.43798e-09	1.04773e-08	6.04338e-08	4.13055e-07	2.99857e-06	1.92571e-05	0.000106277	0.000401152	0.000752716	0.000869896	0.000764844	0.000408306	0.000106347	1.92571e-05	2.99857e-06	4.13055e-07	6.04338e-08	1.04773e-08	1.43798e-09	1.56237e-10
8.5165	1.56272e-10	1.4383e-09	1.04797e-08	6.04473e-08	4.13149e-07	2.99928e-06	1.92622e-05	0.000106315	0.000401516	0.000753746	0.000870998	0.000765627	0.000408472	0.000106381	1.92622e-05	2.99928e-06	4.13149e-07	6.04473e-08	1.04797e-08	1.4383e-09	1.56272e-10
8.5170	1.56306e-10	1.43861e-09	1.0482e-08	6.04604e-08	4.1324e-07	2.99998e-06	1.92671e-05	0.000106352	0.000401872	0.000754758	0.000872083	0.000766398	0.000408637	0.000106414	1.92671e-05	2.99998e-06	4.1324e-07	6.04604e-08	1.0482e-08	1.43861e-09	1.56306e-10
8.5175	1.56339e-10	1.43892e-09	1.04842e-08	6.04732e-08	4.13329e-07	3.00065e-06	1.9272e-05	0.000106388	0.000402221	0.000755752	0.00087315	0.000767157	0.000408799	0.000106447	1.9272e-05	3.00065e-06	4.13329e-07	6.04732e-08	1.04842e-08	1.43892e-09	1.56339e-10
8.5180	1.56371e-10	1.43921e-09	1.04863e-08	6.04856e-08	4.13415e-07	3.0013e-06	1.92766e-05	0.000106424	0.000402563	0.00075673	0.0008742	0.000767904	0.000408959	0.000106479	1.92766e-05	3.0013e-06	4.13415e-07	6.04856e-08	1.04863e-08	1.43921e-09	1.56371e-10
8.5185	1.56402e-10	1.4395e-09	1.04884e-08	6.04976e-08	4.13498e-07	3.00194e-06	1.92812e-05	0.000106458	0.000402897	0.000757692	0.000875233	0.000768638	0.000409116	0.00010651	1.92812e-05	3.00194e-06	4.13498e-07	6.04976e-08	1.04884e-08	1.4395e-09	1.56402e-10
8.5190	1.56432e-10	1.43978e-09	1.04904e-08	6.05093e-08	4.13579e-07	3.00255e-06	1.92857e-05	0.000106492	0.000403224	0.000758637	0.000876248	0.000769361	0.000409272	0.000106541	1.92857e-05	3.00255e-06	4.13579e-07	6.05093e-08	1.04904e-08	1.43978e-09	1.56432e-10
8.5195	1.56462e-10	1.44005e-09	1.04924e-08	6.05206e-08	4.13658e-07	3.00315e-06	1.929e-05	0.000106525	0.000403545	0.000759565	0.000877247	0.000770072	0.000409425	0.000106571	1.929e-05	3.00315e-06	4.13658e-07	6.05206e-08	1.04924e-08	1.44005e-09	1.56462e-10
8.5200	1.5649e-10	1.44031e-09	1.04943e-08	6.05316e-08	4.13734e-07	3.00373e-06	1.92942e-05	0.000106557	0.000403858	0.000760478	0.000878229	0.000770772	0.000409576	0.0001066	1.92942e-05	3.00373e-06	4.13734e-07	6.05316e-08	1.04943e-08	1.44031e-09	1.5649e-10
8.5205	1.56517e-10	1.44056e-09	1.04962e-08	6.05423e-08	4.13808e-07	3.0043e-06	1.92983e-05	0.000106588	0.000404165	0.000761375	0.000879195	0.00077146	0.000409725	0.000106629	1.92983e-05	3.0043e-06	4.13808e-07	6.05423e-08	1.04962e-08	1.44056e-09	1.56517e-10
8.5210	1.56544e-10	1.44081e-09	1.04979e-08	6.05526e-08	4.1388e-07	3.00484e-06	1.93022e-05	0.000106619	0.000404465	0.000762257	0.000880145	0.000772137	0.000409872	0.000106657	1.93022e-05	3.00484e-06	4.1388e-07	6.05526e-08	1.04979e-08	1.44081e-09	1.56544e-10
8.5215	1.5657e-10	1.44104e-09	1.04997e-08	6.05625e-08	4.13949e-07	3.00537e-06	1.93061e-05	0.000106648	0.000404759	0.000763123	0.00088108	0.000772803	0.000410017	0.000106684	1.93061e-05	3.00537e-06	4.13949e-07	6.05625e-08	1.04997e-08	1.44104e-09	1.5657e-10
8.5220	1.56595e-10	1.44127e-09	1.05013e-08	6.05722e-08	4.14016e-07	3.00588e-06	1.93098e-05	0.000106677	0.000405047	0.000763975	0.000881998	0.000773458	0.000410159	0.000106711	1.93098e-05	3.00588e-06	4.14016e-07	6.05722e-08	1.05013e-08	1.44127e-09	1.56595e-10
8.5225	1.56619e-10	1.4415e-09	1.0503e-08	6.05815e-08	4.14081e-07	3.00638e-06	1.93135e-05	0.000106705	0.000405328	0.000764811	0.000882901	0.000774102	0.000410299	0.000106737	1.93135e-05	3.00638e-06	4.14081e-07	6.05815e-08	1.0503e-08	1.4415e-09	1.56619e-10
8.5230	1.56642e-10	1.44171e-09	1.05045e-08	6.05905e-08	4.14144e-07	3.00686e-06	1.9317e-05	0.000106733	0.000405604	0.000765633	0.000883789	0.000774736	0.000410437	0.000106763	1.9317e-05	3.00686e-06	4.14144e-07	6.05905e-08	1.05045e-08	1.44171e-09	1.56642e-10
8.5235	1.56665e-10	1.44192e-09	1.0506e-08	6.05992e-08	4.14204e-07	3.00732e-06	1.93204e-05	0.00010676	0.000405873	0.000766441	0.000884662	0.000775359	0.000410573	0.000106788	1.93204e-05	3.00732e-06	4.14204e-07	6.05992e-08	1.0506e-08	1.44192e-09	1.56665e-10
8.5240	1.56686e-10	1.44212e-09	1.05075e-08	6.06076e-08	4.14262e-07	3.00777e-06	1.93237e-05	0.000106786	0.000406136	0.000767235	0.00088552	0.000775971	0.000410707	0.000106812	1.93237e-05	3.00777e-06	4.14262e-07	6.06076e-08	1.05075e-08	1.44212e-09	1.56686e-10
8.5245	1.56707e-10	1.44231e-09	1.05089e-08	6.06157e-08	4.14319e-07	3.00821e-06	1.93269e-05	0.000106811	0.000406394	0.000768014	0.000886364	0.000776573	0.000410838	0.000106836	1.93269e-05	3.00821e-06	4.14319e-07	6.06157e-08	1.05089e-08	1.44231e-09	1.56707e-10
8.5250	1.56727e-10	1.44249e-09	1.05102e-08	6.06234e-08	4.14373e-07	3.00862e-06	1.933e-05	0.000106836	0.000406646	0.00076878	0.000887193	0.000777165	0.000410968	0.000106859	1.933e-05	3.00862e-06	4.14373e-07	6.06234e-08	1.05102e-08	1.44249e-09	1.56727e-10
8.5255	1.56747e-10	1.44267e-09	1.05115e-08	6.06309e-08	4.14425e-07	3.00902e-06	1.93329e-05	0.00010686	0.000406892	0.000769532	0.000888008	0.000777747	0.000411095	0.000106882	1.93329e-05	3.00902e-06	4.14425e-07	6.06309e-08	1.05115e-08	1.44267e-09	1.56747e-10
8.5260	1.56765e-10	1.44284e-09	1.05128e-08	6.06381e-08	4.14475e-07	3.00941e-06	1.93358e-05	0.000106883	0.000407133	0.000770271	0.000888809	0.000778319	0.00041122	0.000106904	1.93358e-05	3.00941e-06	4.14475e-07	6.06381e-08	1.05128e-08	1.44284e-09	1.56765e-10
8.5265	1.56783e-10	1.44301e-09	1.0514e-08	6.0645e-08	4.14523e-07	3.00978e-06	1.93386e-05	0.000106905	0.000407369	0.000770996	0.000889596	0.000778882	0.000411342	0.000106925	1.93386e-05	3.00978e-06	4.14523e-07	6.0645e-08	1.0514e-08	1.44301e-09	1.56783e-10
8.5270	1.568e-10	1.44316e-09	1.05151e-08	6.06516e-08	4.1457e-07	3.01014e-06	1.93413e-05	0.000106927	0.000407599	0.000771709	0.00089037	0.000779434	0.000411463	0.000106946	1.93413e-05	3.01014e-06	4.1457e-07	6.06516e-08	1.05151e-08	1.44316e-09	1.568e-10
8.5275	1.56817e-10	1.44332e-09	1.05162e-08	6.0658e-08	4.14614e-07	3.01049e-06	1.93439e-05	0.000106949	0.000407824	0.000772409	0.00089113	0.000779978	0.000411581	0.000106966	1.93439e-05	3.01049e-06	4.14614e-07	6.0658e-08	1.05162e-08	1.44332e-09	1.56817e-10
8.5280	1.56832e-10	1.44346e-09	1.05173e-08	6.06641e-08	4.14656e-07	3.01082e-06	1.93464e-05	0.000106969	0.000408044	0.000773096	0.000891877	0.000780511	0.000411697	0.000106986	1.93464e-05	3.01082e-06	4.14656e-07	6.06641e-08	1.05173e-08	1.44346e-09	1.56832e-10
8.5285	1.56847e-10	1.4436e-09	1.05183e-08	6.06699e-08	4.14697e-07	3.01113e-06	1.93488e-05	0.000106989	0.000408259	0.000773771	0.000892611	0.000781036	0.000411812	0.000107005	1.93488e-05	3.01113e-06	4.14697e-07	6.06699e-08	1.05183e-08	1.4436e-09	1.56847e-10
8.5290	1.56862e-10	1.44373e-09	1.05192e-08	6.06754e-08	4.14736e-07	3.01143e-06	1.93511e-05	0.000107009	0.000408469	0.000774434	0.000893332	0.000781551	0.000411924	0.000107023	1.93511e-05	3.01143e-06	4.14736e-07	6.06754e-08	1.05192e-08	1.44373e-09	1.56862e-10
8.5295	1.56875e-10	1.44385e-09	1.05202e-08	6.06807e-08	4.14773e-07	3.01172e-06	1.93533e-05	0.000107028	0.000408674	0.000775084	0.00089404	0.000782057	0.000412033	0.000107041	1.93533e-05	3.01172e-06	4.14773e-07	6.06807e-08	1.05202e-08	1.44385e-09	1.56875e-10
8.5300	1.56888e-10	1.44397e-09	1.0521e-08	6.06857e-08	4.14808e-07	3.012e-06	1.93554e-05	0.000107046	0.000408875	0.000775723	0.000894735	0.000782554	0.000412141	0.000107059	1.93554e-05	3.012e-06	4.14808e-07	6.06857e-08	1.0521e-08	1.44397e-09	1.56888e-10
8.5305	1.56901e-10	1.44409e-09	1.05218e-08	6.06904e-08	4.14841e-07	3.01226e-06	1.93575e-05	0.000107063	0.000409071	0.00077635	0.000895419	0.000783043	0.000412247	0.000107076	1.93575e-05	3.01226e-06	4.14841e-07	6.06904e-08	1.05218e-08	1.44409e-09	1.56901e-10
8.5310	1.56912e-10	1.44419e-09	1.05226e-08	6.06949e-08	4.14873e-07	3.01251e-06	1.93594e-05	0.000107081	0.000409262	0.000776965	0.00089609	0.000783522	0.00041235	0.000107092	1.93594e-05	3.01251e-06	4.14873e-07	6.06949e-08	1.05226e-08	1.44419e-09	1.56912e-10
8.5315	1.56923e-10	1.4443e-09	1.05234e-08	6.06992e-08	4.14903e-07	3.01275e-06	1.93613e-05	0.000107097	0.000409449	0.000777569	0.000896749	0.000783993	0.000412452	0.000107108	1.93613e-05	3.01275e-06	4.14903e-07	6.06992e-08	1.05234e-08	1.4443e-09	1.56923e-10
8.5320	1.56934e-10	1.44439e-09	1.05241e-08	6.07032e-08	4.14931e-07	3.01297e-06	1.9363e-05	0.000107113	0.000409631	0.000778162	0.000897396	0.000784456	0.000412551	0.000107123	1.9363e-05	3.01297e-06	4.14931e-07	6.07032e-08	1.05241e-08	1.44439e-09	1.56934e-10
8.5325	1.56943e-10	1.44448e-09	1.05247e-08	6.0707e-08	4.14958e-07	3.01319e-06	1.93647e-05	0.000107128	0.000409809	0.000778744	0.000898031	0.00078491	0.000412649	0.000107138	1.93647e-05	3.01319e-06	4.14958e-07	6.0707e-08	1.05247e-08	1.44448e-09	1.56943e-10
8.5330	1.56953e-10	1.44457e-09	1.05253e-08	6.07106e-08	4.14983e-07	3.01339e-06	1.93663e-05	0.000107143	0.000409983	0.000779315	0.000898655	0.000785356	0.000412744	0.000107152	1.93663e-05	3.01339e-06	4.14983e-07	6.07106e-08	1.05253e-08	1.44457e-09	1.56953e-10
8.5335	1.56961e-10	1.44464e-09	1.05259e-08	6.07139e-08	4.15006e-07	3.01357e-06	1.93679e-05	0.000107157	0.000410153	0.000779875	0.000899268	0.000785793	0.000412837	0.000107166	1.93679e-05	3.01357e-06	4.15006e-07	6.07139e-08	1.05259e-08	1.44464e-09	1.56961e-10
8.5340	1.56969e-10	1.44472e-09	1.05264e-08	6.0717e-08	4.15028e-07	3.01375e-06	1.93693e-05	0.000107171	0.000410318	0.000780425	0.000899869	0.000786223	0.000412929	0.000107179	1.93693e-05	3.01375e-06	4.15028e-07	6.0717e-08	1.05264e-08	1.44472e-09	1.56969e-10
8.5345	1.56976e-10	1.44479e-09	1.05269e-08	6.07198e-08	4.15049e-07	3.01392e-06	1.93707e-05	0.000107184	0.000410479	0.000780964	0.000900459	0.000786644	0.000413018	0.000107192	1.93707e-05	3.01392e-06	4.15049e-07	6.07198e-08	1.05269e-08	1.44479e-09	1.56976e-10
8.5350	1.56983e-10	1.44485e-09	1.05274e-08	6.07225e-08	4.15067e-07	3.01407e-06	1.9372e-05	0.000107197	0.000410637	0.000781493	0.000901039	0.000787058	0.000413105	0.000107204	1.9372e-05	3.01407e-06	4.15067e-07	6.07225e-08	1.05274e-08	1.44485e-09	1.56983e-10
8.5355	1.5699e-10	1.44491e-09	1.05278e-08	6.07249e-08	4.15085e-07	3.01421e-06	1.93732e-05	0.000107209	0.00041079	0.000782012	0.000901607	0.000787464	0.000413191	0.000107216	1.93732e-05	3.01421e-06	4.15085e-07	6.07249e-08	1.05278e-08	1.44491e-09	1.5699e-10
8.5360	1.56995e-10	1.44496e-09	1.05282e-08	6.07271e-08	4.15101e-07	3.01435e-06	1.93743e-05	0.000107221	0.00041094	0.000782521	0.000902165	0.000787862	0.000413274	0.000107227	1.93743e-05	3.01435e-06	4.15101e-07	6.07271e-08	1.05282e-08	1.44496e-09	1.56995e-10
8.5365	1.57e-10	1.44501e-09	1.05285e-08	6.07291e-08	4.15115e-07	3.01447e-06	1.93754e-05	0.000107232	0.000411086	0.00078302	0.000902713	0.000788253	0.000413355	0.000107238	1.93754e-05	3.01447e-06	4.15115e-07	6.07291e-08	1.05285e-08	1.44501e-09	1.57e-10
8.5370	1.57005e-10	1.44505e-09	1.05289e-08	6.07309e-08	4.15128e-07	3.01458e-06	1.93764e-05	0.000107243	0.000411228	0.000783509	0.00090325	0.000788636	0.000413435	0.000107248	1.93764e-05	3.01458e-06	4.15128e-07	6.07309e-08	1.05289e-08	1.44505e-09	1.57005e-10
8.5375	1.57009e-10	1.44509e-09	1.05291e-08	6.07325e-08	4.15139e-07	3.01468e-06	1.93773e-05	0.000107253	0.000411366	0.000783989	0.000903777	0.000789012	0.000413513	0.000107258	1.93773e-05	3.01468e-06	4.15139e-07	6.07325e-08	1.05291e-08	1.44509e-09	1.57009e-10
8.5380	1.57013e-10	1.44512e-09	1.05294e-08	6.07338e-08	4.1515e-07	3.01477e-06	1.93782e-05	0.000107263	0.000411501	0.00078446	0.000904294	0.000789381	0.000413588	0.000107268	1.93782e-05	3.01477e-06	4.1515e-07	6.07338e-08	1.05294e-08	1.44512e-09	1.57013e-10
8.5385	1.57016e-10	1.44515e-09	1.05296e-08	6.0735e-08	4.15158e-07	3.01485e-06	1.9379e-05	0.000107272	0.000411633	0.000784921	0.000904801	0.000789742	0.000413662	0.000107277	1.9379e-05	3.01485e-06	4.15158e-07	6.0735e-08	1.05296e-08	1.44515e-09	1.57016e-10
8.5390	1.57018e-10	1.44517e-09	1.05298e-08	6.0736e-08	4.15166e-07	3.01491e-06	1.93797e-05	0.000107281	0.000411761	0.000785373	0.000905298	0.000790096	0.000413734	0.000107286	1.93797e-05	3.01491e-06	4.15166e-07	6.0736e-08	1.05298e-08	1.44517e-09	1.57018e-10
8.5395	1.5702e-10	1.44519e-09	1.05299e-08	6.07368e-08	4.15172e-07	3.01497e-06	1.93803e-05	0.00010729	0.000411885	0.000785816	0.000905785	0.000790444	0.000413804	0.000107294	1.93803e-05	3.01497e-06	4.15172e-07	6.07368e-08	1.05299e-08	1.44519e-09	1.5702e-10
8.5400	1.57022e-10	1.44521e-09	1.053e-08	6.07374e-08	4.15177e-07	3.01502e-06	1.93809e-05	0.000107298	0.000412007	0.00078625	0.000906263	0.000790784	0.000413872	0.000107301	1.93809e-05	3.01502e-06	4.15177e-07	6.07374e-08	1.053e-08	1.44521e-09	1.57022e-10
8.5405	1.57023e-10	1.44522e-09	1.05301e-08	6.07379e-08	4.1518e-07	3.01506e-06	1.93814e-05	0.000107305	0.000412125	0.000786676	0.000906732	0.000791118	0.000413939	0.000107309	1.93814e-05	3.01506e-06	4.1518e-07	6.07379e-08	1.05301e-08	1.44522e-09	1.57023e-10
8.5410	1.57024e-10	1.44522e-09	1.05301e-08	6.07381e-08	4.15183e-07	3.0151e-06	1.93819e-05	0.000107312	0.000412239	0.000787093	0.000907192	0.000791444	0.000414003	0.000107316	1.93819e-05	3.0151e-06	4.15183e-07	6.07381e-08	1.05301e-08	1.44522e-09	1.57024e-10
8.5415	1.57024e-10	1.44522e-09	1.05301e-08	6.07382e-08	4.15184e-07	3.01512e-06	1.93822e-05	0.000107319	0.000412351	0.000787501	0.000907642	0.000791765	0.000414066	0.000107322	1.93822e-05	3.01512e-06	4.15184e-07	6.07382e-08	1.05301e-08	1.44522e-09	1.57024e-10
8.5420	1.57024e-10	1.44522e-09	1.05301e-08	6.0738e-08	4.15184e-07	3.01513e-06	1.93826e-05	0.000107325	0.000412459	0.000787902	0.000908083	0.000792078	0.000414127	0.000107328	1.93826e-05	3.01513e-06	4.15184e-07	6.0738e-08	1.05301e-08	1.44522e-09	1.57024e-10
8.5425	1.57023e-10	1.44521e-09	1.05301e-08	6.07378e-08	4.15182e-07	3.01513e-06	1.93828e-05	0.000107331	0.000412565	0.000788293	0.000908516	0.000792385	0.000414187	0.000107334	1.93828e-05	3.01513e-06	4.15182e-07	6.07378e-08	1.05301e-08	1.44521e-09	1.57023e-10
8.5430	1.57022e-10	1.4452e-09	1.053e-08	6.07373e-08	4.1518e-07	3.01513e-06	1.9383e-05	0.000107337	0.000412667	0.000788677	0.00090894	0.000792686	0.000414244	0.000107339	1.9383e-05	3.01513e-06	4.1518e-07	6.07373e-08	1.053e-08	1.4452e-09	1.57022e-10
8.5435	1.5702e-10	1.44519e-09	1.05299e-08	6.07367e-08	4.15176e-07	3.01512e-06	1.93832e-05	0.000107342	0.000412766	0.000789053	0.000909355	0.000792981	0.0004143	0.000107344	1.93832e-05	3.01512e-06	4.15176e-07	6.07367e-08	1.05299e-08	1.44519e-09	1.5702e-10
